ICD9,DESCRIPTION
30746,Sleepwalking [somnambulism]
30747,Other sleep disorders not due to a substance or known physiological condition
30748,Other sleep disorders not due to a substance or known physiological condition
30749,Other sleep disorders not due to a substance or known physiological condition
30750,Eating disorder
30751,Bulimia nervosa
30752,Pica of infancy and childhood
30753,Rumination disorder of infancy
30754,Other eating disorders
30759,Other eating disorders
3076,Enuresis not due to a substance or known physiological condition
3077,Encopresis not due to a substance or known physiological condition
30780,Pain disorder exclusively related to psychological factors
30781,Tension-type headache
30789,Pain disorder with related psychological factors
3079,Trichotillomania
3080,Acute stress reaction
3081,Acute stress reaction
3082,Acute stress reaction
3083,Acute stress reaction
3084,Acute stress reaction
3089,Acute stress reaction
3090,Adjustment disorder with depressed mood
3091,Adjustment disorder with depressed mood
30921,Separation anxiety disorder of childhood
30922,Other childhood disorders of social functioning
30923,Other childhood disorders of social functioning
30924,Adjustment disorder with anxiety
30928,Adjustment disorder with mixed anxiety and depressed mood
30929,Adjustment disorder with other symptoms
3093,Adjustment disorder with disturbance of conduct
3094,Adjustment disorder with mixed disturbance of emotions and conduct
30981,Post-traumatic stress disorder
30982,Other reactions to severe stress
30983,Other reactions to severe stress
30989,Other reactions to severe stress
3099,Adjustment disorder
3100,Personality change due to known physiological condition
3101,Personality change due to known physiological condition
3102,Postconcussional syndrome
31081,Pseudobulbar affect
31089,Other personality and behavioral disorders due to known physiological condition
3109,Unspecified mental disorder due to known physiological condition
311,Major depressive disorder
31200,Conduct disorder
31201,Conduct disorder
31202,Conduct disorder
31203,Conduct disorder
31210,Other conduct disorders
31211,Other conduct disorders
31212,Other conduct disorders
31213,Other conduct disorders
31220,Conduct disorder
31221,Conduct disorder
31222,Conduct disorder
31223,Conduct disorder
31230,Impulse disorder
31231,Pathological gambling
31232,Kleptomania
31233,Pyromania
31234,Intermittent explosive disorder
31235,Intermittent explosive disorder
31239,Other impulse disorders
3124,Other conduct disorders
31281,Conduct disorder
31282,Conduct disorder
31289,Other conduct disorders
3129,Conduct disorder
3130,Other childhood emotional disorders
3131,Other childhood emotional disorders
31321,Other childhood emotional disorders
31322,Other childhood emotional disorders
31323,Selective mutism
3133,Other childhood emotional disorders
31381,Oppositional defiant disorder
31382,Other childhood emotional disorders
31383,Other childhood emotional disorders
31389,Other childhood emotional disorders
3139,Childhood emotional disorder
31400,Attention-deficit hyperactivity disorder
31401,Attention-deficit hyperactivity disorder
3141,Attention-deficit hyperactivity disorder
3142,Attention-deficit hyperactivity disorder
3148,Attention-deficit hyperactivity disorder
3149,Attention-deficit hyperactivity disorder
31500,Specific reading disorder
31501,Dyslexia and alexia
31502,Specific reading disorder
31509,Disorder of written expression
3151,Mathematics disorder
3152,Disorder of written expression
31531,Expressive language disorder
31532,Mixed receptive-expressive language disorder
31534,Speech and language development delay due to hearing loss
31535,Childhood onset fluency disorder
31539,Phonological disorder
3154,Specific developmental disorder of motor function
3155,Specific developmental disorder of motor function
3158,Other disorders of psychological development
3159,Developmental disorder of scholastic skills
316,Psychological and behavioral factors associated with disorders or diseases classified elsewhere
317,Mild intellectual disabilities
3180,Moderate intellectual disabilities
3181,Severe intellectual disabilities
3182,Profound intellectual disabilities
319,Unspecified intellectual disabilities
3200,Hemophilus meningitis
3201,Pneumococcal meningitis
3202,Streptococcal meningitis
3203,Staphylococcal meningitis
3207,Meningitis in bacterial diseases classified elsewhere
32081,Other bacterial meningitis
32082,Bacterial meningitis
32089,Other bacterial meningitis
3209,Bacterial meningitis
3210,Cerebral cryptococcosis
3211,Meningitis in other infectious and parasitic diseases classified elsewhere
3212,Meningitis in other infectious and parasitic diseases classified elsewhere
3213,Meningitis in other infectious and parasitic diseases classified elsewhere
3214,Meningitis in other infectious and parasitic diseases classified elsewhere
3218,Meningitis in other infectious and parasitic diseases classified elsewhere
3220,Nonpyogenic meningitis
3221,Meningitis due to other specified causes
3222,Chronic meningitis
3229,Meningitis
32301,Encephalitis and encephalomyelitis in diseases classified elsewhere
32302,Myelitis in diseases classified elsewhere
3231,Encephalitis and encephalomyelitis in diseases classified elsewhere
3232,Encephalitis and encephalomyelitis in diseases classified elsewhere
32341,Encephalitis and encephalomyelitis in diseases classified elsewhere
32342,Myelitis in diseases classified elsewhere
32351,Postimmunization acute disseminated encephalitis
32352,Postimmunization acute disseminated encephalitis
32361,Acute disseminated encephalitis and encephalomyelitis
32362,Postinfectious acute necrotizing hemorrhagic encephalopathy
32363,Myelitis in diseases classified elsewhere
32371,Toxic encephalopathy
32372,Toxic encephalopathy
32381,Other encephalitis and encephalomyelitis
32382,Other myelitis
3239,Encephalitis and encephalomyelitis
3240,Intracranial abscess and granuloma
3241,Intraspinal abscess and granuloma
3249,Extradural and subdural abscess
325,Intracranial and intraspinal phlebitis and thrombophlebitis
326,Sequelae of inflammatory diseases of central nervous system
32700,Insomnia due to medical condition
32701,Insomnia due to medical condition
32702,Insomnia due to other mental disorder
32709,Other insomnia
32710,Hypersomnia
32711,Idiopathic hypersomnia with long sleep time
32712,Idiopathic hypersomnia without long sleep time
32713,Recurrent hypersomnia
32714,Hypersomnia due to medical condition
32715,Hypersomnia due to other mental disorder
32719,Other hypersomnia
32720,Sleep apnea
32721,Primary central sleep apnea
32722,High altitude periodic breathing
32723,Obstructive sleep apnea (adult) (pediatric)
32724,Idiopathic sleep related nonobstructive alveolar hypoventilation
32725,Congenital central alveolar hypoventilation syndrome
32726,Sleep related hypoventilation in conditions classified elsewhere
32727,Central sleep apnea in conditions classified elsewhere
32729,Other sleep apnea
32730,Circadian rhythm sleep disorder
32731,Circadian rhythm sleep disorder
32732,Circadian rhythm sleep disorder
32733,Circadian rhythm sleep disorder
32734,Circadian rhythm sleep disorder
32735,Circadian rhythm sleep disorder
32736,Circadian rhythm sleep disorder
32737,Circadian rhythm sleep disorder in conditions classified elsewhere
32739,Other circadian rhythm sleep disorder
32740,Parasomnia
32741,Confusional arousals
32742,REM sleep behavior disorder
32743,Recurrent isolated sleep paralysis
32744,Parasomnia in conditions classified elsewhere
32749,Other parasomnia
32751,Periodic limb movement disorder
32752,Sleep related leg cramps
32753,Sleep related bruxism
32759,Other sleep related movement disorders
3278,Other sleep disorders
3300,Krabbe disease
3301,Neuronal ceroid lipofuscinosis
3302,Other specified disorders of brain
3303,Disorder of brain
3308,Alpers disease
3309,Degenerative disease of nervous system
3310,Alzheimer's disease
33111,Pick's disease
33119,Other frontotemporal dementia
3312,Senile degeneration of brain
3313,Communicating hydrocephalus
3314,Obstructive hydrocephalus
3315,(Idiopathic) normal pressure hydrocephalus
3316,Corticobasal degeneration
3317,Other disorders of brain in diseases classified elsewhere
33181,Reye's syndrome
33182,Dementia with Lewy bodies
33183,Mild cognitive impairment
33189,Other specified degenerative diseases of nervous system
3319,Degenerative disease of nervous system
3320,Parkinson's disease
3321,Neuroleptic induced parkinsonism
3330,Other specified degenerative diseases of basal ganglia
3331,Essential tremor
3332,Myoclonus
3333,Drug induced tics
3334,Huntington's disease
3335,Other chorea
3336,Genetic torsion dystonia
33371,Athetoid cerebral palsy
33372,Drug induced acute dystonia
33379,Other dystonia
33381,Blepharospasm
33382,Idiopathic orofacial dystonia
33383,Spasmodic torticollis
33384,Other specified extrapyramidal and movement disorders
33385,Drug induced subacute dyskinesia
33389,Dystonia
33390,Extrapyramidal and movement disorder
33391,Stiff-man syndrome
33392,Malignant neuroleptic syndrome
33393,Benign shuddering attacks
33394,Restless legs syndrome
33399,Other specified extrapyramidal and movement disorders
3340,Early-onset cerebellar ataxia
3341,Hereditary spastic paraplegia
3342,Congenital nonprogressive ataxia
3343,Early-onset cerebellar ataxia
3344,Cerebellar ataxia in diseases classified elsewhere
3348,Cerebellar ataxia with defective DNA repair
3349,Hereditary ataxia
3350,Infantile spinal muscular atrophy
33510,Spinal muscular atrophy
33511,Other inherited spinal muscular atrophy
33519,Other spinal muscular atrophies and related syndromes
33520,Amyotrophic lateral sclerosis
33521,Amyotrophic lateral sclerosis
33522,Progressive bulbar palsy
33523,Other spinal muscular atrophies and related syndromes
33524,Other motor neuron disease
33529,Other motor neuron disease
3358,Other spinal muscular atrophies and related syndromes
3359,Spinal muscular atrophy
3360,Syringomyelia and syringobulbia
3361,Other vascular myelopathies
3362,Subacute combined degeneration of spinal cord in diseases classified elsewhere
3363,Myelopathy in diseases classified elsewhere
3368,Other specified diseases of spinal cord
3369,Disease of spinal cord
33700,Other idiopathic peripheral autonomic neuropathy
33701,Carotid sinus syncope
33709,Other idiopathic peripheral autonomic neuropathy
3371,Autonomic neuropathy in diseases classified elsewhere
33720,Complex regional pain syndrome I of other specified site
33721,Complex regional pain syndrome I of unspecified upper limb
33722,Complex regional pain syndrome I of unspecified lower limb
33729,Complex regional pain syndrome I of other specified site
3373,Autonomic dysreflexia
3379,Disorder of the autonomic nervous system
3380,Central pain syndrome
33811,Acute pain due to trauma
33812,Acute post-thoracotomy pain
33818,Other acute postprocedural pain
33819,Pain
33821,Chronic pain due to trauma
33822,Chronic post-thoracotomy pain
33828,Other chronic postprocedural pain
33829,Other chronic pain
3383,Neoplasm related pain (acute) (chronic)
3384,Chronic pain syndrome
33900,Cluster headache syndrome
33901,Episodic cluster headache
33902,Chronic cluster headache
33903,Episodic paroxysmal hemicrania
33904,Chronic paroxysmal hemicrania
33905,Short lasting unilateral neuralgiform headache with conjunctival injection and tearing (SUNCT)
33909,Other trigeminal autonomic cephalgias (TAC)
33910,Tension-type headache
33911,Episodic tension-type headache
33912,Chronic tension-type headache
33920,Post-traumatic headache
33921,Acute post-traumatic headache
33922,Chronic post-traumatic headache
3393,Drug-induced headache
33941,Hemicrania continua
33942,New daily persistent headache (NDPH)
33943,Primary thunderclap headache
33944,Other complicated headache syndrome
33981,Hypnic headache
33982,Headache associated with sexual activity
33983,Primary cough headache
33984,Primary exertional headache
33985,Primary stabbing headache
33989,Other headache syndrome
340,Multiple sclerosis
3410,Neuromyelitis optica [Devic]
3411,Diffuse sclerosis of central nervous system
34120,Acute transverse myelitis in demyelinating disease of central nervous system
34121,Acute transverse myelitis in demyelinating disease of central nervous system
34122,Acute transverse myelitis in demyelinating disease of central nervous system
3418,Other specified demyelinating diseases of central nervous system
3419,Demyelinating disease of central nervous system
34200,Flaccid hemiplegia affecting unspecified side
34201,Flaccid hemiplegia affecting right dominant side
34202,Flaccid hemiplegia affecting right nondominant side
34210,Spastic hemiplegia affecting unspecified side
34211,Spastic hemiplegia affecting right dominant side
34212,Spastic hemiplegia affecting right nondominant side
